ID	Leftover	Build	Cover Dependence	Cover Data	Previous Setup	Setup	Next Setup	Pieces	Solve %	Solve Fraction	Mirror	Minimals
2115BABBFB	ILJZ	ILJZ	[ILJZ]!,*p3{JZ=1}	1		v115@HhBtHeg0BtBeglDei0ilzhJeAgH		*p7{3:JZ=1}	100.00%	720/720	210DBAAFFB	
2115BABBFC	ILJZ	ILJZ	[ILJZ]!,*p3{2:IL=1||[TZ]IL=1||/^.IL/}	1		v115@Hhg0Iei0BtDeglzhBtAeilJeAgH		*p7{2:IL=1||3:([TZ]IL=1||/^.IL/)}	100.00%	504/504	210DBAAFFC	
2115BABBFD	ILJZ	ILJZ	[ILJZ]!	111111110011110011111111		v115@Nhgli0DeilBtg0DezhBtJeAgH		*p7	99.88%	5034/5040	210DBAAFFD	
2115BABBFE	ILJZ	ILJZ	[ILJZ]!	1		v115@GhwhEeg0CewhCeBti0glwhDeBtilwhJeAgH		*p7	93.97%	4736/5040	210DBAAFFE	
2115BABBFF	ILJZ	ILJZ	[ILJZ]!	111111111111111100111100		v115@HhglBeg0FeglBti0DehlBtzhLeAgH		*p7	93.33%	4704/5040	210DBAAFFF	
2115FABFFF	ILJZ	ILJ	[ILJZ]![TIO]!	1		v115@GhwhIewhg0Geglwhi0CeilwhJeAgH	211536BAFC:211536BAFD:211536BAFE:211536BAFF	NULL	NULL	NULL	210DFABFFF	
211936BDFF	ILJO	IILJOO	[ILJO]!,*p3{IO=1}	1		v115@BhRpDezhRpzhg0CeRpCegli0AeRpAeilJeAgH		[^IO]!	100.00%	120/120	NULL	
211939BAFF	ILJO	ILLJZO	[ILJO]!,*p3{LZ=1}	1		v115@9gh0DeAtCeg0BeglAeBtCeg0ilAeAtglRpAezhilRp?KeAgH		[^LZ]!	100.00%	120/120	21193A6EFF	
211939BDFD	ILJO	ILLJOO	[ILJO]!,*p5{3:LO=1&&(4:S=1||[IJ]S=1)}	1	2119FABFFE	v115@LhglTpAeg0AeilTpgli0zhilJeAgH		[^LO]!{2:S=1||3:[IJ]S=1}	100.00%	68/68	21193A7DFD	
211939BDFE	ILJO	ILLJOO	[ILJO]!,*p5{3:LO=1&&(4:J=1||ILJ=1)}	1	2119FABFFE	v115@/gglGeilTpCeg0BeTpBegli0zhilJeAgH		[^LO]!{2:J=1||3:IJ=1}	100.00%	60/60	21193A7DFE	
211939BDFF	ILJO	ILLJOO	[ILJO]!,*p5{3:LO=1&&(4:Z=1||[IJ]Z=1)}	1	2119FABFFE	v115@9gilGeglTpEeg0TpDegli0zhilJeAgH		[^LO]!{2:Z=1||3:[IJ]Z=1}	100.00%	68/68	21193A7DFF	
21193A6EFF	ILJO	ILJJSO	[ILJO]!,*p3{JS=1}	1		v115@AhQ4DehlCeR4Aeg0BeglAeRpg0Q4Aei0glAeRpi0zh?JeAgH		[^JS]!	100.00%	120/120	211939BAFF	
21193A7DFD	ILJO	ILJJOO	[ILJO]!,*p5{3:JO=1&&(4:Z=1||[IL]Z=1)}	1	2119FABFFE	v115@IhTpg0Deg0Tpi0Aegli0zhilJeAgH		[^JO]!{2:Z=1||3:[IL]Z=1}	100.00%	68/68	211939BDFD	
21193A7DFE	ILJO	ILJJOO	[ILJO]!,*p5{3:JO=1&&(4:L=1||ILJ=1)}	1	2119FABFFE	v115@Ehg0EeTpj0BeTpBegli0zhilJeAgH		[^JO]!{2:L=1||3:IL=1}	100.00%	60/60	211939BDFE	
21193A7DFF	ILJO	ILJJOO	[ILJO]!,*p5{3:JO=1&&(4:S=1||[IL]S=1)}	1	2119FABFFE	v115@Ehi0EeTph0DeTpgli0zhilJeAgH		[^JO]!{2:S=1||3:[IL]S=1}	100.00%	68/68	211939BDFF	
2119BABEF8	ILJO	ILJO	[ILJO]!	1		v115@FhRpglGeRpglFei0hlCezhg0JeAgH		*p7	100.00%	5040/5040	NULL	
